PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck
2328_01,0,0,2,49,0,9,146,207,688,2
2330_01,0,0,1,21,0,17,0,0,595,0
2331_01,1,1,0,29,0,0,0,0,0,0
2334_01,0,0,2,25,0,877,0,0,37,0
2335_01,0,1,1,27,0,0,0,0,0,0
2337_01,0,1,1,14,0,0,0,0,0,0
2342_01,0,0,2,67,0,0,1,3,788,15
2343_01,1,1,0,17,0,0,0,0,0,0
2343_02,1,0,2,44,0,0,0,0,0,0
2344_01,0,0,0,52,0,0,142,0,378,3209
2344_02,1,1,0,14,0,219,0,0,0,0
2346_01,0,0,2,17,0,817,0,0,0,0
2350_01,2,0,2,19,0,99,0,1522,276,0
2350_02,2,0,2,36,0,853,382,8,14,30
2350_03,2,1,0,19,0,0,0,0,0,0
2351_01,2,0,2,25,0,1872,189,438,4,269
2351_02,2,0,2,39,0,995,0,169,27,0
2352_01,2,0,0,32,0,103,0,856,0,666
2354_01,2,0,2,75,0,940,0,0,1188,60
2355_01,1,1,2,37,0,0,0,0,303,0
2355_02,1,1,0,25,0,0,0,0,0,0
2355_03,1,0,2,33,0,651,275,0,0,1128
2355_04,1,0,0,25,0,0,5619,0,0,11
2358_01,0,0,2,24,0,1105,357,13,0,303
2359_01,0,0,2,22,0,1448,0,0,0,1
2362_01,0,0,2,22,0,219,170,0,0,1
2370_01,0,1,2,36,0,0,0,0,0,0
2370_02,0,1,2,4,0,0,0,0,0,0
2370_03,0,0,2,61,0,17,21,177,0,111
2370_04,0,0,2,0,0,0,0,0,0,0
2371_01,0,0,2,15,0,1,0,859,0,0
2372_01,2,0,2,42,0,884,336,0,8,0
2378_01,2,0,2,27,0,343,0,706,0,0
2378_02,2,1,2,5,0,0,0,0,0,0
2380_01,1,0,2,32,0,0,3561,45,1552,7161
2380_02,1,1,0,38,0,0,0,0,303,0
2381_01,0,1,1,21,0,0,0,0,0,0
2383_01,0,0,1,23,0,169,5,0,371,1235
2383_02,0,0,2,34,0,874,0,0,30,4
2386_01,2,1,2,28,0,0,0,177,0,0
2388_01,0,0,2,23,0,101,0,770,917,0
2388_02,0,1,2,14,0,0,0,0,0,0
2393_01,0,0,2,60,0,858,0,4,2,0
2394_01,0,1,1,78,0,0,0,0,0,0
2394_02,0,1,0,6,0,0,0,0,0,0
2394_03,0,0,0,17,0,0,13,395,161,307
2400_01,0,0,0,41,0,574,173,0,2,0
2405_01,0,0,1,40,0,2,10,0,14,657
2407_01,1,0,0,47,0,0,0,0,0,0
2408_01,0,0,2,23,0,62,0,0,0,643
2415_01,0,0,2,41,0,98,2634,0,3,0
2418_01,0,0,2,60,0,0,0,2,24,1593
2420_01,0,0,2,46,0,611,0,296,0,0
2422_01,1,0,0,19,0,0,799,0,38,15125
2422_02,1,1,0,18,0,0,0,0,0,0
2425_01,0,1,2,0,0,0,0,177,0,0
2425_02,0,0,1,28,0,0,439,1059,8,83
2425_03,0,0,2,30,0,0,1307,848,246,0
2425_04,0,0,0,9,0,0,0,0,0,0
2425_05,0,1,2,0,0,0,0,0,0,0
2425_06,0,1,2,4,0,0,0,0,0,0
2428_01,0,0,1,22,0,470,439,67,16,0
2430_01,0,1,2,32,0,0,0,0,0,0
2430_02,0,0,2,7,0,0,0,0,0,0
2430_03,0,0,2,19,0,785,0,0,0,0
2434_01,0,1,2,34,0,0,0,0,0,0
2434_02,0,0,2,24,0,17,458,0,0,227
2437_01,0,0,2,17,0,12,0,0,260,2358
2440_01,0,0,2,31,0,25,1,740,0,0
2447_01,0,0,2,42,0,549,439,2,252,0
2448_01,1,1,0,14,0,0,0,0,0,0
2448_02,1,1,0,27,0,0,0,0,0,0
2450_01,0,0,2,21,0,0,0,19,52,2006
2459_01,0,1,0,24,0,0,0,0,0,0
2464_01,2,0,2,34,0,2138,138,31,303,40
2465_01,2,0,0,35,0,667,0,387,0,0
2468_01,1,1,0,43,0,0,0,0,0,0
2469_01,2,1,2,25,0,0,0,0,0,0
2469_02,2,0,2,19,0,278,0,311,560,0
2473_01,0,0,2,25,0,0,0,3,867,0
2481_01,0,1,0,22,0,0,0,0,0,0
2481_02,0,0,2,23,0,460,182,40,40,65
2482_01,1,0,0,42,0,3,2477,0,1585,1765
2482_02,1,0,0,40,0,33,3030,0,3588,377
2484_01,2,1,2,71,0,0,0,177,0,0
2484_02,2,0,2,18,0,572,0,21,441,5
2485_01,2,0,2,34,1,617,0,478,0,203
2487_01,2,0,2,4,0,0,439,0,0,0
2487_02,2,1,2,18,0,0,0,0,0,0
2487_03,2,0,2,22,0,1938,475,165,0,0
2490_01,0,0,2,38,0,41,0,19,57,685
2493_01,1,0,0,33,0,1,439,0,0,6031
2493_02,1,0,1,27,1,0,11984,1610,709,19086
2494_01,1,1,2,18,0,0,0,0,0,0
2494_02,1,0,0,34,0,65,1612,0,5831,631
2495_01,0,0,0,66,0,595,0,0,33,0
2501_01,1,1,2,47,0,0,439,177,0,0
2504_01,0,0,2,35,0,127,629,59,86,0
2507_01,0,1,2,23,0,0,0,0,0,0
2511_01,0,0,2,36,0,59,59,850,0,2
2514_01,0,0,2,36,0,3,755,0,33,0
2517_01,2,1,2,35,0,0,0,0,0,0
2525_01,0,0,2,15,0,756,3,43,30,45
2529_01,1,0,2,39,1,381,1222,1104,121,2827
2533_01,0,0,0,48,0,283,0,3,0,106
2536_01,2,1,2,47,0,0,0,0,0,0
2538_01,1,1,0,21,0,219,0,0,0,0
2538_02,1,1,2,31,0,0,0,0,0,0
2539_01,0,0,2,13,0,0,956,22,41,0
2543_01,0,0,2,32,0,0,1010,0,0,0
2554_01,0,0,1,22,0,0,1185,3,0,310
2556_01,2,1,0,40,0,0,0,0,0,0
2563_01,0,1,2,15,0,0,0,0,0,0
2566_01,0,0,2,33,0,878,10,0,0,0
2567_01,2,1,2,28,0,0,0,0,0,0
2567_02,2,1,2,17,0,0,0,0,0,0
2568_01,0,0,2,20,0,0,636,0,4,0
2569_01,0,0,2,42,0,0,592,112,0,0
2570_01,0,1,2,18,0,0,0,0,0,0
2575_01,2,0,0,27,0,824,0,5649,133,0
2576_01,2,1,2,32,0,0,0,0,0,310
2577_01,0,1,2,19,0,0,0,0,0,0
2577_02,0,1,2,9,0,0,0,0,0,0
2579_01,2,0,2,36,0,904,49,123,199,72
2583_01,0,1,2,21,0,0,0,0,0,0
2585_01,1,1,2,40,0,0,0,0,0,0
2586_01,0,1,2,42,0,219,0,0,0,0
2587_01,2,1,2,40,0,0,0,0,0,0
2587_02,2,1,2,22,0,0,0,0,0,0
2600_01,2,0,2,15,0,81,0,2267,0,0
2603_01,0,1,2,38,0,0,0,0,0,0
2603_02,0,0,0,15,0,0,156,699,45,0
2604_01,0,1,1,24,0,0,0,0,0,0
2608_01,0,1,2,22,0,0,0,0,0,0
2610_01,0,0,2,24,0,2469,0,0,0,56
2611_01,0,0,2,25,0,5,524,267,0,982
2612_01,0,0,2,22,0,644,2,0,83,0
2613_01,0,0,2,57,0,4,0,702,37,0
2614_01,2,0,2,25,0,938,0,206,0,289
2615_01,0,0,2,21,0,0,0,1352,0,182
2620_01,0,1,0,41,0,0,0,0,0,0
2621_01,1,0,0,27,0,11567,246,0,5957,496
2623_01,0,0,2,18,0,419,134,0,311,0
2630_01,0,0,2,61,0,1,0,328,241,873
2630_02,0,1,2,9,0,0,0,0,0,0
2630_03,0,0,2,1,0,0,0,0,0,0
2632_01,0,0,2,27,0,0,196,7,0,1325
2637_01,0,0,2,20,0,0,0,0,631,350
2637_02,0,1,1,2,0,0,0,0,0,0
2637_03,0,0,2,0,0,0,0,0,0,0
2639_01,2,1,2,25,0,0,0,0,0,0
2644_01,0,0,2,22,0,2,12,0,630,59
2653_01,2,0,2,32,1,733,11,1819,34,1
2654_01,2,0,2,28,0,1,439,195,62,2406
2656_01,1,1,2,43,0,0,0,0,0,0
2665_01,1,0,0,28,0,0,774,2760,4171,118
2667_01,1,1,0,32,0,0,0,0,0,0
2667_02,1,0,2,54,0,0,373,177,400,3217
2667_03,1,0,2,27,0,0,0,0,6,3223
2667_04,1,1,2,30,0,0,0,0,0,0
2667_05,1,1,0,25,0,0,0,0,0,0
2669_01,2,0,2,39,0,1236,0,849,303,0
2673_01,0,0,2,14,0,100,3821,133,116,8
2674_01,0,0,2,8,0,0,0,0,0,0
2674_02,0,0,2,22,0,0,75,688,42,3
2680_01,1,0,2,27,0,0,263,1,8580,0
2681_01,0,1,1,43,0,0,0,0,0,0
2686_01,0,0,2,16,0,2730,397,0,0,56
2689_01,0,0,2,40,0,4,439,0,1759,0
2694_01,1,1,2,48,0,0,0,0,0,0
2694_02,1,0,2,25,0,0,10754,3,345,478
2696_01,1,0,2,29,0,0,2074,0,6,320
2699_01,0,0,1,60,0,0,245,0,985,0
2705_01,0,1,2,22,0,0,0,0,0,0
2710_01,1,1,0,37,0,0,0,177,0,0
2710_02,1,1,0,35,0,0,0,0,303,0
2711_01,2,0,2,23,0,855,1296,3765,0,0
2715_01,2,0,2,24,0,671,0,344,0,6
2715_02,2,0,2,15,0,1416,0,1184,3,0
2716_01,1,0,2,18,0,0,439,0,1685,310
2716_02,1,1,0,14,0,0,0,0,0,0
2719_01,2,0,2,39,0,2194,1034,21,0,0
2719_02,2,1,2,12,0,0,0,0,0,0
2719_03,2,0,2,43,0,1259,0,0,963,0
2728_01,2,0,2,45,0,16,0,1103,303,0
2731_01,0,1,2,24,0,0,0,0,0,0
2733_01,0,0,2,52,0,0,295,0,303,233
2735_01,0,0,2,18,0,798,2,0,8,0
2742_01,0,1,1,38,0,0,0,0,0,0
2744_01,0,0,0,28,0,0,765,3,14,1
2749_01,0,1,2,28,0,0,0,0,0,0
2757_01,0,0,2,19,0,0,0,0,802,7
2761_01,0,0,1,45,0,3,31,60,515,0
2761_02,0,0,2,27,0,0,0,1388,0,15
2766_01,0,1,0,15,0,0,0,0,0,0
2767_01,0,0,2,22,0,0,130,39,457,0
2771_01,0,0,2,23,0,0,102,0,0,587
2775_01,1,0,2,32,0,0,442,0,1700,315
2776_01,0,0,2,15,0,0,34,861,0,47
2777_01,1,1,2,30,1,0,0,0,0,0
2779_01,0,0,2,60,0,454,1,91,1,227
2782_01,0,0,2,50,0,0,104,6,1940,1
2791_01,0,0,2,45,0,545,63,38,3,369
2794_01,2,0,2,24,0,915,0,67,0,67
2794_02,2,0,2,22,0,842,439,431,52,0
2794_03,2,0,2,20,0,1,0,2638,0,0
2794_04,2,1,0,19,0,0,0,0,0,0
2794_05,2,0,2,40,0,203,2,112,0,1065
2794_06,2,1,2,14,0,0,0,0,0,0
2794_07,2,1,2,18,0,0,0,0,0,0
2800_01,2,1,0,20,0,0,0,0,0,0
2803_01,1,1,2,35,0,0,0,0,0,0
2804_01,0,1,2,24,0,0,0,0,0,0
2808_01,1,1,0,30,0,0,0,0,0,0
2808_02,1,0,2,44,0,0,9662,0,1,1260
2815_01,0,0,2,42,0,0,0,85,0,703
2815_02,0,1,2,3,0,0,0,0,0,0
2815_03,0,0,2,19,0,6,697,0,0,0
2816_01,1,1,2,69,0,0,0,0,0,0
2827_01,0,1,0,50,0,0,0,0,0,0
2828_01,0,0,1,15,0,144,0,0,6,379
2829_01,0,1,2,18,0,0,0,0,0,0
2830_01,0,1,1,25,0,0,0,0,0,0
2833_01,0,1,1,15,0,0,0,0,0,0
2836_01,1,0,0,62,0,0,9724,0,47,14
2841_01,0,0,2,19,0,0,9,0,1118,0
2842_01,0,1,2,29,0,0,0,0,0,0
2844_01,0,0,0,28,0,16,0,0,303,1317
2845_01,1,1,0,25,0,0,0,0,0,0
2845_02,1,1,2,22,0,0,0,0,0,0
2848_01,1,1,2,35,0,0,0,0,0,0
2848_02,1,1,2,61,0,0,0,0,0,0
2848_03,1,1,0,26,0,0,0,0,0,0
2849_01,0,0,2,19,0,0,0,0,0,1201
2850_01,2,0,2,2,0,0,0,0,0,0
2850_02,2,1,2,0,0,0,0,0,0,0
2850_03,2,0,2,26,0,1208,90,1,0,0
2850_04,2,1,2,6,0,0,0,0,0,0
2851_01,0,0,0,23,0,5,0,0,49,668
2855_01,0,1,0,50,0,0,0,0,0,0
2864_01,2,0,2,18,0,2366,0,238,0,0
2868_01,0,1,2,7,0,0,0,0,0,0
2868_02,0,1,2,3,0,0,0,0,0,0
2868_03,0,0,2,3,0,0,0,0,0,0
2868_04,0,0,2,37,0,0,0,1631,0,75
2874_01,0,0,2,25,0,219,5,12,978,0
2879_01,0,0,2,22,0,0,439,0,0,1128
2885_01,2,0,2,20,0,91,0,10,1187,0
2886_01,2,0,2,32,0,2436,0,18,9,0
2889_01,0,0,2,34,0,0,0,573,214,0
2895_01,1,1,0,47,0,0,0,0,0,0
2896_01,0,0,2,23,0,11,0,0,0,1281
2898_01,1,0,2,22,0,0,4313,0,0,25
2898_02,1,1,2,35,0,0,0,0,0,0
2903_01,0,0,1,18,0,33,1352,38,0,310
2904_01,1,0,2,36,0,86,290,2271,2184,91
2904_02,1,1,2,32,0,0,0,0,0,0
2911_01,0,1,2,29,0,0,0,0,0,0
2914_01,1,1,2,19,0,0,0,0,0,0
2915_01,2,1,2,45,0,0,0,0,0,0
2916_01,2,1,2,28,0,0,0,0,0,0
2917_01,0,0,2,14,0,890,0,75,0,0
2918_01,1,0,0,22,0,0,562,0,0,3808
2921_01,0,0,2,31,0,0,0,0,234,572
2922_01,2,0,2,25,0,1,72,1202,33,0
2923_01,0,0,2,15,0,19,3673,173,0,314
2924_01,2,0,2,28,0,2521,0,303,8,0
2931_01,0,1,2,34,0,0,0,0,0,0
2931_02,0,0,2,28,0,743,27,10,0,17
2932_01,1,1,2,45,0,0,0,0,0,0
2933_01,0,0,2,44,0,0,72,0,665,0
2937_01,0,0,2,22,0,0,1,177,237,620
2939_01,0,0,2,48,0,0,0,889,0,0
2946_01,0,0,2,25,0,1722,906,0,0,1
2946_02,0,0,2,24,0,646,202,0,3,2
2946_03,0,0,2,20,0,0,822,0,65,0
2946_04,0,0,2,46,0,0,7,327,0,508
2947_01,0,1,2,40,0,0,0,0,0,0
2951_01,0,0,1,26,0,368,0,177,406,0
2952_01,0,0,0,56,0,0,88,0,882,207
2955_01,0,0,2,37,0,262,380,0,39,766
2957_01,0,1,2,35,0,0,0,0,0,0
2963_01,0,0,2,15,0,152,630,124,1,0
2967_01,0,0,2,21,0,0,934,0,303,0
2973_01,0,0,2,24,0,0,2,70,707,7
2974_01,0,0,0,30,0,0,137,15,0,1292
2976_01,1,1,0,34,0,0,0,0,0,0
2976_02,1,1,0,16,0,0,0,0,0,0
2976_03,1,1,0,55,0,0,0,0,0,0
2976_04,1,0,0,27,0,0,49,77,2427,3590
2977_01,0,0,2,44,0,48,207,10,443,2
2977_02,0,0,2,17,0,75,0,816,0,265
2977_03,0,0,1,17,0,546,0,0,0,203
2978_01,2,0,2,36,0,3,0,345,1,960
2980_01,0,0,2,18,0,0,0,111,451,82
2981_01,0,1,1,14,0,0,0,0,0,0
2985_01,0,0,2,21,0,0,680,0,0,13
2987_01,0,0,0,26,0,783,40,77,6,0
2989_01,0,0,2,28,0,1,395,0,240,12
2991_01,2,0,2,21,0,1214,0,88,1296,0
2997_01,1,1,0,25,0,0,0,0,0,0
2997_02,1,0,2,27,0,0,4,549,2928,354
2997_03,1,0,0,25,0,0,2037,2,0,2166
2997_04,1,1,2,43,0,0,0,0,0,0
2999_01,2,0,2,35,0,1228,0,1923,19,2
3002_01,0,0,1,21,0,0,0,0,95,642
3007_01,0,0,2,23,0,1,0,0,445,0
3008_01,1,1,0,17,0,0,0,177,303,0
3008_02,0,0,2,21,0,0,844,36,2051,3178
3008_03,1,1,2,21,0,0,0,0,0,0
3008_04,1,0,2,39,0,0,2061,18,443,157
3008_05,1,1,0,22,0,0,0,0,0,0
3008_06,1,1,0,40,0,0,0,0,0,0
3011_01,0,1,2,25,0,0,0,0,0,0
3016_01,0,0,2,6,0,0,0,0,0,0
3016_02,0,1,2,1,0,0,0,0,0,0
3016_03,0,1,2,1,0,0,0,0,0,0
3016_04,0,0,2,20,0,768,439,0,0,3
3017_01,0,0,2,17,0,0,4738,188,0,310
3028_01,0,1,2,22,0,0,0,0,0,0
3031_01,2,1,0,18,0,0,0,0,0,0
3035_01,2,0,2,49,0,0,0,0,0,0
3037_01,1,1,0,27,0,0,0,0,0,0
3037_02,1,1,2,40,0,0,0,0,0,0
3041_01,0,0,2,22,0,1,0,55,183,552
3043_01,2,0,2,55,0,174,0,958,84,0
3046_01,0,0,2,45,0,0,2203,0,895,0
3049_01,0,0,2,33,0,1726,0,2,0,50
3051_01,0,0,2,42,0,56,3,0,1771,514
3052_01,1,0,2,27,0,0,351,0,3829,76
3056_01,0,1,2,16,0,0,0,0,0,0
3057_01,2,0,2,23,0,219,0,178,0,0
3058_01,0,0,2,31,0,885,0,0,0,22
3059_01,1,1,2,62,0,0,0,0,0,0
3069_01,0,0,1,43,0,472,52,160,0,0
3072_01,2,1,0,57,0,0,0,0,0,0
3074_01,0,0,1,23,0,0,0,1342,7,0
3075_01,0,0,0,20,0,107,476,982,20,0
3077_01,1,1,0,21,0,0,0,0,0,0
3077_02,1,1,0,27,0,0,0,0,0,0
3078_01,1,0,0,31,0,0,573,0,15733,32
3078_02,1,0,2,31,1,0,998,103,15255,432
3078_03,1,1,2,24,0,0,0,0,0,0
3078_04,1,0,2,27,0,0,2995,0,5534,4484
3086_01,0,0,2,28,0,0,488,307,9,0
3089_01,2,1,2,44,0,0,0,0,0,0
3094_01,0,1,2,19,0,0,0,0,0,0
3097_01,2,1,2,14,0,0,0,0,0,310
3098_01,0,0,2,65,0,19,33,168,62,1387
3101_01,2,0,2,73,0,1858,0,382,8,329
3105_01,1,1,2,28,0,0,0,0,0,0
3105_02,1,0,2,25,0,0,4827,0,75,1919
3105_03,1,1,2,28,0,0,0,0,0,0
3106_01,0,0,2,34,0,2,768,8,0,0
3107_01,0,1,2,63,0,0,0,0,303,0
3108_01,0,1,2,53,0,0,0,0,0,0
3109_01,0,0,2,18,0,2,807,0,0,0
3115_01,0,1,1,40,0,0,0,0,0,0
3122_01,2,0,2,28,0,783,439,274,0,0
3122_02,2,0,2,45,0,951,93,0,0,194
3125_01,2,0,2,32,0,3337,6,1,0,0
3125_02,0,0,0,19,0,24,0,1,1742,0
3127_01,1,1,0,65,0,0,0,0,0,0
3129_01,0,0,2,20,0,0,0,977,0,4
3135_01,0,0,0,18,0,298,0,0,342,0
3137_01,0,1,1,18,0,0,0,0,0,0
3139_01,0,0,2,58,0,0,439,0,0,208
3141_01,2,1,2,25,0,0,0,0,0,0
3144_01,0,0,2,13,0,0,6,316,401,0
3146_01,0,0,1,28,0,208,594,0,0,473
3148_01,0,0,2,22,0,0,902,2,0,0
3148_02,0,0,2,22,0,0,0,0,381,403
3150_01,0,0,2,10,0,0,0,177,0,0
3151_01,1,1,0,14,0,0,0,0,0,0
3153_01,0,0,2,44,0,126,0,4,655,0
3153_02,0,1,0,10,0,0,0,0,0,0
3154_01,0,1,2,37,0,0,0,0,0,0
3155_01,1,1,0,37,0,0,0,0,0,0
3155_02,1,0,0,44,0,0,4701,4,1,1133
3156_01,0,0,1,42,0,854,25,177,11,0
3157_01,2,0,2,18,0,966,0,271,106,218
3160_01,2,0,2,34,0,1768,0,177,0,0
3165_01,0,0,2,15,0,193,84,0,592,6
3167_01,0,0,2,36,0,0,1,1001,0,16
3170_01,0,1,2,27,0,0,0,0,0,0
3173_01,0,1,2,33,0,0,0,0,0,0
3177_01,0,0,2,27,0,0,261,0,9,551
3178_01,2,1,2,22,0,0,0,0,0,0
3183_01,0,0,2,19,0,273,566,0,68,0
3186_01,2,1,2,18,0,0,0,0,0,0
3187_01,1,0,0,31,0,45,3150,0,1656,0
3190_01,2,0,2,41,0,25,0,84,0,1239
3190_02,2,1,2,48,0,0,0,0,0,0
3194_01,0,0,2,23,0,0,138,0,303,45
3198_01,2,0,2,29,0,168,2,45,2405,3
3199_01,1,0,2,38,0,320,4398,0,250,137
3202_01,0,0,1,21,0,0,1,673,24,1
3207_01,0,0,1,20,0,2,0,1008,1090,1
3208_01,1,0,2,27,0,0,11293,0,297,4736
3214_01,2,1,2,33,0,0,0,0,0,0
3222_01,0,0,2,24,0,684,87,0,0,0
3226_01,2,1,2,23,0,0,0,0,0,0
3228_01,2,0,0,22,0,2545,0,460,7,0
3231_01,0,1,0,13,0,0,0,0,0,0
3233_01,0,0,0,24,0,0,981,156,14,0
3234_01,0,0,2,32,0,26,0,129,0,712
3242_01,2,0,2,17,0,33,8,199,0,808
3244_01,1,1,2,28,0,0,0,0,0,0
3244_02,1,1,2,46,0,0,0,0,0,0
3244_03,1,1,0,18,0,0,0,0,0,0
3245_01,0,0,2,24,0,26,0,676,121,0
3245_02,0,0,2,20,0,0,0,243,21,2149
3246_01,0,0,2,17,0,0,880,0,0,44
3249_01,0,0,2,44,0,0,0,0,0,803
3249_02,0,0,1,34,0,1,874,0,51,0
3250_01,0,0,1,19,0,149,0,37,173,308
3251_01,0,0,2,28,0,0,0,1,0,739
3257_01,2,1,2,28,0,0,0,0,0,310
3261_01,1,0,0,57,0,0,6290,0,5156,0
3263_01,2,1,2,34,0,0,0,0,303,0
3264_01,2,0,2,18,0,1454,15,117,0,0
3265_01,1,0,2,28,1,59,152,0,23,3656
3265_02,1,0,0,6,0,0,0,0,0,0
3265_03,1,1,0,53,0,0,0,0,0,0
3265_04,1,0,2,6,0,0,0,0,0,0
3266_01,2,0,2,33,0,162,354,149,57,0
3267_01,1,1,0,43,0,0,0,0,0,0
3277_01,0,0,2,44,0,0,0,0,0,3762
3278_01,2,1,2,28,0,0,0,177,0,0
3281_01,2,1,0,37,0,0,0,0,0,0
3285_01,2,0,2,55,0,6438,0,1425,208,0
3285_02,2,1,2,40,0,0,0,0,0,0
3286_01,0,0,2,38,0,0,0,11,796,0
3288_01,2,1,2,24,0,0,0,0,0,0
3290_01,2,1,2,53,0,0,0,0,0,0
3290_02,2,0,2,61,0,2647,0,0,0,127
3291_01,0,1,2,17,0,0,0,0,0,0
3302_01,0,0,2,20,0,0,0,0,784,0
3303_01,0,0,2,22,0,0,42,0,19,709
3306_01,2,0,2,27,0,1338,0,30,20,1569
3307_01,0,0,2,19,0,0,0,712,1,0
3316_01,0,0,2,23,0,2,1447,0,0,0
3320_01,1,0,0,33,0,0,2455,0,5252,159
3320_02,1,0,0,26,0,53,7,0,3752,16
3321_01,2,1,2,33,0,0,0,0,0,0
3333_01,0,0,2,39,0,0,840,0,0,0
3334_01,0,1,1,47,0,0,0,0,0,0
3335_01,0,0,2,33,0,399,24,0,364,0
3340_01,2,0,2,40,0,9,1,79,775,156
3341_01,0,1,0,19,0,0,0,0,0,0
3341_02,1,0,0,26,0,1,485,0,12842,0
3344_01,1,1,2,24,0,0,0,0,0,0
3344_02,1,1,2,15,0,0,0,177,0,0
3345_01,0,0,0,2,0,0,0,0,0,0
3345_02,0,0,0,33,0,1641,0,8,8,0
3345_03,0,1,1,14,0,0,0,177,0,0
3346_01,0,0,2,22,0,6,0,723,1923,15
3347_01,1,0,0,45,0,64,7980,0,1,1470
3347_02,1,0,0,58,0,0,2696,0,2882,1563
3351_01,0,1,0,13,0,0,0,0,0,0
3351_02,0,0,0,36,0,0,0,685,11,8
3354_01,1,0,2,35,0,0,842,9,2061,547
3355_01,0,1,1,23,0,0,0,0,0,0
3356_01,1,0,2,27,0,0,1624,0,53,1152
3358_01,0,0,2,24,0,684,0,87,0,0
3362_01,1,0,2,43,0,0,20809,13,3745,2862
3362_02,1,0,2,67,1,0,6564,4,3560,243
3366_01,1,1,2,29,0,0,0,0,0,0
3367_01,0,0,2,28,0,0,818,51,0,0
3368_01,2,1,2,18,0,0,0,0,0,0
3368_02,2,1,0,35,0,0,0,0,0,0
3368_03,2,0,2,22,1,1166,3,130,0,0
3368_04,2,1,2,19,0,0,0,0,0,0
3368_05,0,1,2,47,0,0,0,0,303,0
3368_06,2,0,2,16,0,1639,0,142,303,0
3368_07,2,0,2,41,0,1545,0,8,0,9
3369_01,1,0,2,26,0,172,7508,1698,109,11333
3373_01,0,1,2,37,0,0,0,0,0,0
3374_01,2,0,2,26,0,493,0,774,9,20
3375_01,2,0,2,21,0,1693,1,15,0,0
3376_01,0,0,1,45,0,0,0,1320,0,3
3378_01,0,0,2,28,0,293,588,0,2,0
3379_01,0,0,2,26,0,1,913,7,0,0
3385_01,0,0,2,35,0,111,420,271,1,0
3388_01,1,0,0,60,0,0,4230,0,303,310
3393_01,0,1,2,7,0,0,0,0,0,0
3398_01,2,0,0,15,0,3859,1,4410,0,0
3399_01,0,0,2,26,0,1260,0,0,0,396
3400_01,0,1,2,38,0,0,0,0,0,0
3407_01,0,0,2,24,0,330,47,356,0,0
3407_02,0,0,2,77,0,0,0,64,712,0
3411_01,2,0,2,22,0,446,0,1630,0,0
3411_02,2,0,2,22,0,1127,0,2451,96,0
3411_03,2,0,2,20,0,1481,0,2183,24,5
3411_04,2,0,2,47,0,1696,10,48,0,0
3411_05,2,1,2,25,0,0,0,0,0,310
3411_06,2,1,2,9,0,0,0,0,0,0
3411_07,2,0,2,19,0,1954,0,508,0,0
3414_01,0,0,2,44,0,0,1,574,1788,0
3416_01,1,0,2,41,1,0,2872,0,6386,1113
3427_01,0,1,2,53,0,0,0,0,0,0
3429_01,1,1,2,27,0,0,0,0,0,0
3435_01,0,0,2,20,0,43,0,9,707,7
3436_01,0,1,0,23,0,0,0,0,0,0
3448_01,2,0,2,20,0,0,0,0,0,0
3448_02,2,0,1,28,0,75,0,1094,28,0
3451_01,0,0,1,51,0,0,12,0,0,603
3452_01,0,0,2,22,0,219,529,0,175,179
3457_01,0,1,0,36,0,0,0,0,303,0
3460_01,0,0,2,18,0,0,0,0,716,0
3463_01,0,0,1,19,0,6,148,936,0,131
3466_01,0,0,2,17,0,219,0,16,4,1111
3471_01,0,0,2,29,0,47,29,16,3762,0
3472_01,0,0,2,18,0,1,1,714,0,0
3477_01,2,0,2,22,0,930,0,45,6307,10
3477_02,2,0,0,43,0,209,1977,188,6,0
3479_01,0,0,1,24,0,0,0,93,506,174
3481_01,2,0,2,25,0,1253,0,379,966,0
3482_01,0,0,2,20,0,2,6,7,0,2413
3482_02,0,1,2,23,0,0,0,0,0,0
3493_01,0,0,2,32,0,0,1001,8,0,0
3494_01,1,0,2,51,0,0,526,0,4467,138
3494_02,1,0,2,22,0,1,3748,2718,217,11
3498_01,0,0,1,22,0,674,0,0,11,0
3500_01,0,0,1,30,0,37,938,1,472,0
3502_01,0,0,2,23,0,337,14,0,884,0
3503_01,0,0,2,61,0,5,740,0,47,0
3505_01,0,0,2,24,0,0,0,0,0,645
3507_01,0,0,2,19,0,0,810,0,77,62
3508_01,0,0,2,27,0,0,599,2751,684,518
3508_02,1,0,2,29,1,0,3285,0,0,8
3509_01,1,1,0,55,0,0,0,0,0,0
3509_02,1,0,2,26,0,0,11143,0,628,6076
3510_01,0,1,0,58,0,0,0,0,0,0
3513_01,1,1,0,60,0,0,0,0,0,0
3513_02,1,1,2,13,0,0,0,0,0,0
3513_03,1,0,0,39,1,0,3376,0,2287,0
3513_04,1,1,0,35,0,0,0,0,0,0
3516_01,0,0,2,21,0,0,0,0,922,0
3517_01,0,0,2,37,0,1,6,1072,0,0
3522_01,0,1,1,31,0,0,0,0,0,0
3524_01,0,0,2,20,0,136,0,15,419,0
3526_01,2,0,2,27,0,1023,531,245,734,65
3529_01,2,1,2,40,0,0,0,0,0,0
3532_01,2,1,2,28,0,0,0,0,0,0
3538_01,1,0,0,36,0,0,2384,0,10232,243
3541_01,0,0,2,19,0,0,0,223,0,769
3544_01,0,0,1,22,0,0,0,282,407,0
3544_02,0,0,2,15,0,28,1,806,0,57
